Marital_Status,Application_Type,Application_Order,Academic_Path,Daytime_Attendance,Previous_Qualification,Previous_Qualification_(Grade),Nationality,Admission_Grade,Displaced,Special_Needs,Debtor,Tuition_Current,Gender,Scholarship_Holder,Age_At_Enrollment,1st_Sem_Units_Credited,1st_Sem_Units_Enrolled,1st_Sem_Units_Evaluations,1st_Sem_Units_Approved,1st_Sem_Units_Grade,1st_Sem_Units_Without_Evaluations,2nd_Sem_Units_Credited,2nd_Sem_Units_Enrolled,2nd_Sem_Units_Evaluations,2nd_Sem_Units_Approved,2nd_Sem_Units_Grade,2nd_Sem_Units_Without_Evaluations,Unemployment_Rate,Inflation_Rate,GDP,Dropped_Out
single,Over 23 years old,Second Choice,Equinculture,1,Secondary education,133.1,Portuguese,120.0,1,0,0,1,Male,0,29,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,1
single,Diploma Holder,Second Choice,Agronomy,1,Secondary education,140.0,Portuguese,140.0,0,0,0,1,Male,0,20,0,6,11,6,11.285714285714286,0,0,6,12,5,11.77777777777778,0,16.2,0.3,-0.92,0
single,1st Phase,Other,Animation and Multimedia Design,1,Secondary education,139.0,Portuguese,136.9,1,0,0,1,Male,1,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
single,2nd phase - general contingent,Other,Animation and Multimedia Design,1,Secondary education,125.0,Portuguese,117.0,1,1,0,1,Male,0,22,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0
single,1st Phase,Third Choice,Advertising and Marketing Management,1,Secondary education,117.0,Portuguese,110.7,1,0,0,1,Male,0,20,0,6,10,5,14.0,0,0,6,10,6,12.0,0,11.1,0.6,2.02,0
single,Over 23 years old,Second Choice,Equinculture,1,Secondary education,150.0,Portuguese,160.0,1,0,0,1,Male,0,24,0,5,13,4,13.75,1,0,5,9,3,12.0,0,9.4,-0.8,-3.12,0
single,1st Phase,Second Choice,Advertising and Marketing Management,1,Secondary education,95.0,Portuguese,95.0,0,0,0,0,Male,0,21,0,6,9,4,13.25,0,0,6,6,5,11.0,0,12.7,3.7,-1.7,1
single,Over 23 years old,Second Choice,Management,1,Secondary education,150.0,Portuguese,148.8,0,0,0,1,Male,1,25,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,0
single,Over 23 years old,Second Choice,Management,1,Secondary education,120.0,Portuguese,110.0,0,0,0,0,Male,0,32,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,1
single,Change of course and/or institution,Second Choice,Management,0,Secondary education,136.0,Portuguese,133.9,0,0,0,0,Male,0,26,8,12,12,8,11.25,0,3,8,8,3,11.333333333333334,0,7.6,2.6,0.32,1
single,1st Phase,Second Choice,Equinculture,1,Secondary education,133.0,Portuguese,125.7,1,0,0,1,Male,1,18,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,0
single,2nd phase - general contingent,Second Choice,Tourism,1,Secondary education,125.0,Portuguese,116.6,0,0,0,1,Male,1,19,0,6,8,5,12.666666666666666,0,0,6,10,6,12.857142857142858,0,16.2,0.3,-0.92,0
single,1st Phase,Other,Communication Design,1,Secondary education,127.0,Portuguese,141.0,1,0,0,1,Male,1,19,0,6,6,6,15.166666666666666,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,0
single,Holders of other higher courses,Second Choice,Informatics Engineering,1,Higher education - degree (1st cycle),130.0,Portuguese,130.0,0,0,0,1,Male,0,27,4,6,6,6,13.166666666666666,0,2,5,7,5,15.142857142857142,0,11.1,0.6,2.02,1
single,Diploma Holder,Second Choice,Agronomy,1,Secondary education,130.0,Portuguese,130.0,0,0,1,1,Male,0,21,7,12,20,10,11.8,0,5,12,15,9,11.444444444444445,0,8.9,1.4,3.51,0
single,2nd phase - general contingent,Second Choice,Informatics Engineering,1,Secondary education,127.0,Portuguese,115.8,0,0,0,1,Male,0,20,0,5,10,4,11.5,0,0,5,11,0,0.0,0,13.9,-0.3,0.79,0
single,Diploma Holder,Second Choice,Communication Design,1,Technological specialization course,140.0,Portuguese,140.0,1,0,0,1,Male,0,21,0,6,6,6,14.5,0,0,6,8,6,11.333333333333334,0,12.4,0.5,1.79,0
single,1st Phase,Other,Journalism and Communication,1,Secondary education,125.0,Portuguese,126.1,1,0,0,1,Male,0,22,0,6,10,5,13.4,0,0,6,12,3,10.666666666666666,0,9.4,-0.8,-3.12,0
single,1st Phase,Second Choice,Animation and Multimedia Design,1,Secondary education,135.0,Portuguese,137.5,1,0,1,0,Male,0,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,0
single,2nd phase - general contingent,Other,Management,1,Secondary education,132.0,Portuguese,120.8,1,0,0,1,Male,1,18,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,1
single,Over 23 years old,Third Choice,Social Service,1,Secondary education,110.0,Portuguese,136.5,0,0,0,1,Male,0,28,0,5,6,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,1
married,Over 23 years old,Second Choice,Agronomy,1,Secondary education,130.0,Portuguese,122.0,0,0,1,0,Male,0,25,3,10,23,6,11.428571428571429,0,2,7,15,4,12.0,1,15.5,2.8,-4.06,1
single,Change of course and/or institution,Second Choice,Agronomy,1,Secondary education,130.0,Portuguese,130.0,0,0,0,1,Male,0,25,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,1
single,1st Phase,Second Choice,Management,1,Secondary education,135.0,Portuguese,126.3,0,0,0,1,Male,0,18,0,5,11,2,13.5,0,0,5,11,3,12.333333333333334,0,8.9,1.4,3.51,0
single,1st Phase,Second Choice,Tourism,1,Secondary education,133.1,Portuguese,98.0,0,0,0,1,Male,0,26,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,1
single,2nd phase - general contingent,Other,Management,1,Secondary education,135.0,Portuguese,121.0,1,0,0,1,Male,1,18,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,0
single,Change of course and/or institution,Second Choice,Journalism and Communication,1,Secondary education,128.0,Portuguese,124.2,1,0,0,1,Male,0,22,0,6,17,3,11.333333333333334,3,0,6,14,3,12.333333333333334,0,15.5,2.8,-4.06,0
single,Over 23 years old,Second Choice,Agronomy,1,Secondary education,140.0,Portuguese,130.0,0,0,0,1,Male,0,25,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,1
single,1st Phase,Third Choice,Journalism and Communication,1,Secondary education,135.0,Portuguese,136.1,1,0,0,1,Male,0,19,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,0
single,2nd phase - general contingent,Third Choice,Journalism and Communication,1,Secondary education,131.0,Portuguese,132.8,1,0,0,1,Male,0,19,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,0
single,2nd phase - general contingent,Second Choice,Nursing,1,Secondary education,131.0,Portuguese,126.3,0,0,0,1,Male,0,19,0,7,9,7,12.492857142857144,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,0
divorced,Over 23 years old,Second Choice,Social Service,0,Below Secondary,100.0,Portuguese,111.5,0,0,0,1,Male,0,45,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,1
married,Over 23 years old,Second Choice,Management,0,Secondary education,140.0,Portuguese,118.2,0,0,0,1,Male,0,52,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,0
single,1st Phase,Second Choice,Management,1,Secondary education,124.0,Portuguese,115.6,1,0,0,0,Male,0,20,0,5,9,3,12.0,1,0,5,7,3,11.0,0,9.4,-0.8,-3.12,1
single,1st Phase,Second Choice,Nursing,1,Secondary education,130.0,Portuguese,117.8,1,0,0,1,Male,0,19,0,8,8,7,15.885714285714286,0,0,8,8,7,15.885714285714286,0,10.8,1.4,1.74,0
single,1st Phase,Second Choice,Nursing,1,Secondary education,142.0,Portuguese,127.0,0,0,1,0,Male,0,21,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,1
married,Over 23 years old,Second Choice,Social Service,0,Secondary education,150.0,Portuguese,140.0,0,0,0,0,Male,0,35,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,0
married,Over 23 years old,Second Choice,Animation and Multimedia Design,1,Below Secondary,110.0,Portuguese,106.0,1,0,0,1,Male,0,36,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0
divorced,Over 23 years old,Second Choice,Nursing,1,Below Secondary,110.0,Portuguese,151.0,0,0,1,0,Male,0,47,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,1
single,3rd phase - general contingent,Second Choice,Management,0,Secondary education,112.0,Portuguese,106.4,0,0,0,1,Male,0,22,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,1
married,Over 23 years old,Second Choice,Management,0,Secondary education,100.0,Portuguese,125.3,1,0,0,1,Male,0,41,0,5,8,4,11.25,0,0,5,8,3,11.0,1,7.6,2.6,0.32,1
single,Holders of other higher courses,Second Choice,Informatics Engineering,1,Higher education - degree,130.0,Portuguese,130.0,0,0,0,1,Male,0,26,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,1
married,Over 23 years old,Second Choice,Social Service,0,Secondary education,133.1,Portuguese,116.0,0,0,0,0,Female,0,51,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,1
married,Over 23 years old,Third Choice,Management,0,Secondary education,150.0,Portuguese,120.0,0,0,0,1,Female,0,43,0,5,11,3,10.666666666666666,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,0
married,Over 23 years old,Third Choice,Social Service,0,Secondary education,100.0,Portuguese,100.0,1,0,0,1,Female,0,41,0,6,9,5,11.8,0,1,6,10,3,10.666666666666666,1,7.6,2.6,0.32,0
single,Change of course and/or institution,Third Choice,Management,1,Secondary education,130.0,Portuguese,118.5,1,0,0,1,Male,0,23,5,10,19,8,11.625,1,4,10,16,10,11.181818181818182,3,7.6,2.6,0.32,0
single,Change of course and/or institution,Third Choice,Social Service,1,Secondary education,129.0,Portuguese,118.9,1,0,0,1,Male,0,22,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,1
single,2nd phase - general contingent,Third Choice,Communication Design,1,Secondary education,127.0,Portuguese,119.3,1,1,0,1,Male,1,25,0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,1
single,Change of course and/or institution,Second Choice,Management,0,Secondary education,140.0,Portuguese,135.8,1,0,0,1,Male,0,25,14,15,16,15,10.8,0,13,14,14,14,11.357142857142858,0,9.4,-0.8,-3.12,0
single,Diploma Holder,Second Choice,Animation and Multimedia Design,1,Professional higher technical course,130.0,Portuguese,130.0,1,0,0,0,Male,1,22,5,12,15,11,12.545454545454543,0,4,11,16,11,12.666666666666666,0,8.9,1.4,3.51,0
single,Over 23 years old,Second Choice,Agronomy,1,Secondary education,133.1,Other,129.8,0,0,0,1,Male,0,24,0,7,7,7,13.571428571428571,0,0,6,9,5,13.4,0,8.9,1.4,3.51,0
single,Over 23 years old,Second Choice,Veterinary Nursing,1,Bachelor's degree,140.0,Portuguese,150.0,0,0,0,1,Male,0,47,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,1
married,Over 23 years old,Second Choice,Management,0,Below Secondary,133.1,Portuguese,111.9,1,0,0,1,Male,0,41,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1
single,Over 23 years old,Second Choice,Agronomy,1,Secondary education,120.0,Portuguese,150.1,1,0,0,1,Male,0,43,0,6,9,6,14.77777777777778,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,0
single,Over 23 years old,Second Choice,Agronomy,1,Secondary education,133.1,Portuguese,130.0,0,0,0,1,Male,0,29,0,3,4,0,0.0,0,0,4,8,0,0.0,0,16.2,0.3,-0.92,1
single,Over 23 years old,Third Choice,Informatics Engineering,1,Secondary education,120.0,Portuguese,128.0,0,0,0,1,Male,0,30,0,2,2,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,1
single,Over 23 years old,Third Choice,Management,1,Below Secondary,133.1,Portuguese,102.5,0,0,0,0,Male,0,26,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,1
single,Over 23 years old,Third Choice,Management,0,Secondary education,133.1,Portuguese,102.5,0,0,0,0,Male,0,27,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,1
married,Over 23 years old,Third Choice,Advertising and Marketing Management,1,Secondary education,100.0,Portuguese,110.0,0,0,0,1,Male,1,36,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,0
single,Over 23 years old,Second Choice,Agronomy,1,Below Secondary,133.1,Portuguese,114.0,0,0,0,1,Male,0,29,3,9,13,6,11.666666666666666,0,2,7,10,6,10.857142857142858,0,15.5,2.8,-4.06,1
single,Transfer,Second Choice,Informatics Engineering,1,Secondary education,120.0,Portuguese,128.2,1,0,0,1,Male,0,35,6,10,12,7,11.285714285714286,0,2,8,8,5,13.0,0,9.4,-0.8,-3.12,1
single,1st Phase,Second Choice,Journalism and Communication,1,Secondary education,128.0,Portuguese,116.5,0,0,0,1,Male,1,18,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,0
single,1st Phase,Second Choice,Management,0,Secondary education,172.0,Portuguese,149.3,0,0,0,1,Male,1,24,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,0
single,1st Phase,Other,Journalism and Communication,1,Secondary education,146.0,Portuguese,134.1,1,0,0,1,Male,1,18,0,6,6,6,12.5,0,0,6,7,6,12.666666666666666,0,10.8,1.4,1.74,1
single,2nd phase - general contingent,Other,Informatics Engineering,1,Secondary education,135.0,Portuguese,126.6,1,0,0,1,Male,0,18,0,5,7,4,12.0,0,0,5,10,3,13.0,3,7.6,2.6,0.32,0
married,Change of course and/or institution,Second Choice,Veterinary Nursing,1,Secondary education,160.0,Portuguese,120.0,0,0,0,1,Male,0,21,0,5,11,0,0.0,2,0,5,11,3,11.666666666666666,1,9.4,-0.8,-3.12,0
single,Transfer,Second Choice,Informatics Engineering,1,Secondary education,150.0,Portuguese,133.5,1,0,0,1,Male,0,21,0,5,10,5,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,0
single,Over 23 years old,Second Choice,Agronomy,1,Secondary education,130.0,Portuguese,110.0,0,0,0,1,Male,0,32,8,18,27,13,13.714285714285714,1,7,12,18,12,12.083333333333334,0,15.5,2.8,-4.06,0
single,1st Phase,Other,Informatics Engineering,1,Secondary education,111.0,Portuguese,107.5,1,0,0,1,Male,1,22,0,5,9,3,12.333333333333334,0,0,6,14,3,12.5,0,11.1,0.6,2.02,1
single,Holders of other higher courses,Second Choice,Agronomy,1,Higher education - degree,130.0,Portuguese,130.0,1,0,0,0,Male,0,32,11,17,31,11,12.727272727272728,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,1
single,Change of course and/or institution,Second Choice,Advertising and Marketing Management,1,Frequency of higher education,170.0,Portuguese,111.6,0,0,0,1,Male,0,35,1,5,5,1,14.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,1
single,3rd phase - general contingent,Other,Management,1,Secondary education,133.1,Portuguese,101.0,1,0,0,0,Male,0,23,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,1
single,Over 23 years old,Second Choice,Social Service,0,Secondary education,100.0,Portuguese,108.3,0,0,0,1,Male,0,39,0,6,8,5,11.4,0,1,6,12,3,11.0,1,7.6,2.6,0.32,0
married,Change of course and/or institution,Second Choice,Advertising and Marketing Management,1,Secondary education,120.0,Portuguese,128.2,0,0,0,1,Male,0,35,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,1
married,Over 23 years old,Second Choice,Agronomy,1,Higher education - degree,110.0,Portuguese,150.0,0,0,0,1,Male,0,32,0,6,8,6,18.875,0,6,12,14,12,17.692307692307693,0,16.2,0.3,-0.92,0
single,1st Phase,Second Choice,Basic Education,1,Secondary education,133.1,Portuguese,142.8,0,0,0,1,Male,0,20,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,1
single,Over 23 years old,Second Choice,Nursing,1,Secondary education,120.0,Portuguese,100.0,0,0,0,1,Male,0,34,0,7,15,6,11.333333333333334,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,0
single,Holders of other higher courses,Second Choice,Management,0,Higher education - degree (1st cycle),150.0,Portuguese,150.0,1,0,0,1,Male,0,44,3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,1
married,Over 23 years old,Second Choice,Tourism,1,Below Secondary,133.1,Portuguese,156.5,0,0,0,1,Male,0,53,7,11,12,2,15.0,7,4,9,10,3,10.0,4,16.2,0.3,-0.92,0
single,Over 23 years old,Second Choice,Informatics Engineering,1,Below Secondary,120.0,Portuguese,98.6,0,0,1,0,Male,0,28,0,5,10,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,1
single,Holders of other higher courses,Second Choice,Management,0,Higher education - degree,130.0,Portuguese,130.0,0,0,0,1,Male,0,31,9,9,9,9,14.22222222222222,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,1
single,1st Phase,Second Choice,Animation and Multimedia Design,1,Secondary education,130.0,Portuguese,118.1,0,0,1,0,Male,0,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
single,Over 23 years old,Second Choice,Agronomy,1,Secondary education,100.0,Portuguese,120.0,0,0,1,0,Male,0,44,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,1
single,1st Phase,Second Choice,Veterinary Nursing,1,Secondary education,142.0,Portuguese,127.7,1,0,0,1,Male,0,19,0,5,9,5,12.6,1,0,5,8,4,12.0,0,12.7,3.7,-1.7,0
single,International student (bachelor),Second Choice,Animation and Multimedia Design,1,Secondary education,130.0,Other,130.0,0,0,0,1,Male,0,21,6,12,12,12,15.083333333333334,0,4,11,15,11,13.083333333333334,0,8.9,1.4,3.51,0
single,3rd phase - general contingent,Second Choice,Informatics Engineering,1,Secondary education,148.0,Portuguese,147.7,0,0,0,1,Male,1,18,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,1
single,Diploma Holder,Second Choice,Agronomy,1,Technological specialization course,170.0,Portuguese,170.0,1,0,0,1,Male,0,20,0,6,8,6,14.5,0,0,6,10,6,15.3,0,16.2,0.3,-0.92,0
single,Over 23 years old,Second Choice,Communication Design,1,Secondary education,110.0,Portuguese,110.2,0,0,0,1,Male,0,55,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,0
single,1st Phase,Second Choice,Management,1,Secondary education,166.0,Portuguese,146.4,0,0,0,1,Male,0,27,0,5,12,3,10.0,0,0,5,12,1,13.0,0,7.6,2.6,0.32,0
single,2nd phase - general contingent,Third Choice,Informatics Engineering,1,Secondary education,135.0,Portuguese,121.0,0,0,0,1,Male,0,19,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,1
single,1st Phase,Second Choice,Management,1,Secondary education,133.0,Portuguese,129.9,0,0,0,1,Male,0,18,0,5,5,5,11.6,0,0,5,5,5,13.2,0,12.4,0.5,1.79,0
married,Over 23 years old,Second Choice,Journalism and Communication,1,Secondary education,133.1,Portuguese,132.0,0,0,0,1,Male,0,43,0,6,10,4,11.75,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,1
single,3rd phase - general contingent,Other,Tourism,1,Secondary education,121.0,Portuguese,125.9,1,0,0,1,Male,0,18,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,1
single,1st Phase,Second Choice,Animation and Multimedia Design,1,Secondary education,159.0,Portuguese,165.7,1,0,0,1,Male,0,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1
single,2nd phase - general contingent,Other,Tourism,1,Secondary education,130.0,Portuguese,122.7,1,0,1,1,Male,1,20,0,6,7,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,1
married,Over 23 years old,Second Choice,Management,0,Secondary education,121.0,Portuguese,141.4,0,0,1,0,Male,0,29,0,5,7,4,11.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,1
single,Over 23 years old,Second Choice,Equinculture,1,Below Secondary,133.1,Portuguese,156.4,1,0,1,1,Male,0,44,0,6,9,5,11.571428571428571,0,0,6,11,0,0.0,0,13.9,-0.3,0.79,1
single,1st Phase,Second Choice,Informatics Engineering,1,Secondary education,146.0,Portuguese,148.5,1,0,0,1,Male,0,18,0,5,7,4,10.0,0,0,5,8,1,16.0,0,10.8,1.4,1.74,0
single,Diploma Holder,Second Choice,Agronomy,1,Technological specialization course,140.0,Portuguese,140.0,0,0,0,1,Male,1,20,0,6,11,5,13.833333333333334,0,0,6,13,6,12.3,0,15.5,2.8,-4.06,0
single,Change of course and/or institution,Second Choice,Communication Design,1,Secondary education,125.0,Portuguese,131.7,1,0,0,1,Male,0,20,3,6,6,4,12.75,0,3,9,12,3,12.666666666666666,0,12.4,0.5,1.79,1
married,Over 23 years old,Third Choice,Management,1,Secondary education,120.0,Portuguese,104.7,1,0,0,1,Male,0,36,0,4,4,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,1
single,Diploma Holder,Second Choice,Equinculture,1,Technological specialization course,150.0,Portuguese,150.0,1,0,0,1,Male,0,19,1,6,13,5,11.6,0,1,6,12,2,11.0,0,13.9,-0.3,0.79,0
married,Over 23 years old,Second Choice,Veterinary Nursing,1,Below Secondary,110.0,Portuguese,110.0,0,0,0,0,Male,0,29,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,1
single,1st Phase,Second Choice,Advertising and Marketing Management,1,Secondary education,120.0,Portuguese,129.1,1,0,0,1,Male,0,18,0,6,6,4,11.25,0,0,6,10,3,10.333333333333334,0,10.8,1.4,1.74,1
single,Over 23 years old,Second Choice,Agronomy,1,Secondary education,133.1,Portuguese,120.0,0,0,0,0,Male,0,24,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,1
single,1st Phase,Second Choice,Journalism and Communication,1,Secondary education,133.1,Portuguese,127.0,0,0,0,1,Male,0,20,0,6,6,6,14.333333333333334,0,0,6,7,6,15.0,0,15.5,2.8,-4.06,0
married,Over 23 years old,Second Choice,Social Service,0,Below Secondary,133.1,Portuguese,151.5,0,0,1,0,Male,0,45,0,6,7,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,1
single,Change of course and/or institution,Third Choice,Nursing,1,Secondary education,130.0,Portuguese,126.8,1,0,0,1,Male,1,28,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,0.32,0
single,1st Phase,Second Choice,Tourism,1,Secondary education,160.0,Portuguese,140.8,1,0,0,1,Male,0,23,0,6,8,6,12.666666666666666,0,0,6,10,5,12.2,0,7.6,2.6,0.32,0
single,1st Phase,Second Choice,Nursing,1,Secondary education,128.0,Portuguese,125.6,1,0,0,1,Male,0,18,0,7,7,7,12.444285714285714,0,0,8,11,7,11.347142857142858,0,12.4,0.5,1.79,0
single,1st Phase,Third Choice,Management,1,Secondary education,140.0,Portuguese,127.8,1,0,0,1,Male,0,23,0,5,7,3,10.666666666666666,1,0,5,7,3,11.333333333333334,0,9.4,-0.8,-3.12,1
single,Change of course and/or institution,Second Choice,Animation and Multimedia Design,1,Secondary education,120.0,Portuguese,120.0,1,0,0,1,Male,0,22,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0
single,1st Phase,Second Choice,Communication Design,1,Secondary education,140.0,Portuguese,131.3,0,0,0,1,Male,1,22,1,6,6,6,12.666666666666666,0,1,6,6,5,12.4,0,12.4,0.5,1.79,0
single,Over 23 years old,Second Choice,Management,0,Below Secondary,120.0,Portuguese,155.7,0,0,0,1,Male,0,33,0,5,5,5,13.2,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,0
single,Diploma Holder,Second Choice,Agronomy,1,Professional higher technical course,130.0,Portuguese,128.5,0,0,0,1,Male,0,21,7,12,20,10,12.7,0,5,12,14,11,12.181818181818182,0,8.9,1.4,3.51,0
married,Over 23 years old,Second Choice,Management,1,Secondary education,100.0,Portuguese,170.0,0,0,0,1,Male,0,45,0,5,6,5,14.833333333333334,0,0,5,5,5,14.8,0,15.5,2.8,-4.06,0
married,Over 23 years old,Second Choice,Agronomy,1,Secondary education,133.1,Portuguese,100.0,0,0,0,0,Male,0,44,4,10,10,4,11.5,0,1,7,8,1,12.0,0,15.5,2.8,-4.06,1
divorced,Over 23 years old,Second Choice,Advertising and Marketing Management,1,Secondary education,110.0,Portuguese,107.2,0,0,0,1,Male,0,42,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,1
single,3rd phase - general contingent,Second Choice,Management,1,Secondary education,147.0,Portuguese,139.3,1,0,0,1,Male,0,20,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,1
single,2nd phase - general contingent,Other,Management,1,Secondary education,133.0,Portuguese,123.2,1,0,0,1,Male,0,20,0,5,7,3,12.666666666666666,1,0,5,12,2,12.5,0,9.4,-0.8,-3.12,0
single,1st Phase,Third Choice,Tourism,1,Secondary education,137.0,Portuguese,122.3,1,0,0,1,Male,1,20,0,6,7,6,14.714285714285714,0,0,6,6,6,12.5,0,8.9,1.4,3.51,0
single,2nd phase - general contingent,Third Choice,Journalism and Communication,1,Secondary education,124.0,Portuguese,127.9,1,0,0,1,Male,0,20,0,6,11,3,13.666666666666666,0,0,6,13,4,10.25,0,9.4,-0.8,-3.12,0
single,1st Phase,Third Choice,Management,1,Secondary education,128.0,Portuguese,120.3,0,0,0,1,Male,0,19,0,5,9,5,10.8,0,0,5,13,2,13.5,0,8.9,1.4,3.51,0
single,Change of course and/or institution,Second Choice,Social Service,0,Secondary education,120.0,Portuguese,128.5,0,0,1,0,Male,0,26,2,8,13,4,10.5,0,5,10,16,7,10.428571428571429,0,12.4,0.5,1.79,1
married,Over 23 years old,Second Choice,Agronomy,1,Secondary education,133.1,Portuguese,150.0,0,0,0,1,Male,0,31,0,6,10,6,15.0,0,0,6,11,5,12.5,0,13.9,-0.3,0.79,0
single,1st Phase,Second Choice,Journalism and Communication,1,Secondary education,142.0,Portuguese,136.1,0,0,1,1,Male,1,19,0,6,6,6,12.666666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,0
single,Over 23 years old,Second Choice,Journalism and Communication,1,Below Secondary,100.0,Portuguese,128.0,1,0,0,1,Male,0,28,0,6,7,6,13.166666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,0
single,1st Phase,Second Choice,Animation and Multimedia Design,1,Secondary education,149.0,Portuguese,158.1,1,0,0,1,Male,1,20,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0
married,1st Phase,Third Choice,Social Service,0,Secondary education,110.0,Portuguese,108.7,1,0,0,1,Female,0,43,0,6,6,6,13.0,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,0
single,Over 23 years old,Second Choice,Animation and Multimedia Design,1,Below Secondary,133.1,Other,110.0,0,0,0,1,Male,1,25,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,1
